Imprint,Product ID,Full Title,ISSN,Change History,Journal title,OA model,Currency,Price,freedom_collection
North-Holland,05458,Physica E: Low-dimensional Systems and Nanostructures,1386-9477,NA,Physica E: Low-dimensional Systems and Nanostructures,Hybrid,USD,2200,Freedom Collection
North-Holland,05236,Physics Letters A,0375-9601,Formerly part of Physics Letters,Physics Letters A,Hybrid,USD,2200,Freedom Collection
North-Holland,05237,Physics Letters B,0370-2693,Formerly part of Physics Letters,Physics Letters B,Open Access,USD,0,Freedom Collection
North-Holland,05238,Physics Reports,0370-1573,Incorporating Computer Physics Reports,Physics Reports,Hybrid,USD,2200,Freedom Collection
North-Holland,05305,Poetics,0304-422X,NA,Poetics,Hybrid,USD,1800,Freedom Collection
North-Holland,07438,The Quarterly Review of Economics and Finance,1062-9769,NA,Quarterly Review of Economics and Finance,Hybrid,USD,1800,Freedom Collection
North-Holland,05414,Regional Science and Urban Economics,0166-0462,Formerly known as Regional and Urban Economics,NA,NA,NA,NA,Freedom Collection
North-Holland,05415,Research Policy,0048-7333,NA,Research Policy,Hybrid,USD,2400,Freedom Collection
North-Holland,05416,Resource and Energy Economics,0928-7655,Formerly known as Resources and Energy,Resource and Energy Economics,Hybrid,USD,1100,Freedom Collection
North-Holland,05309,Robotics and Autonomous Systems,0921-8890,Formerly known as Robotics,Robotics and Autonomous Systems,Hybrid,USD,3300,Freedom Collection
North-Holland,05418,Russian Literature,0304-3479,NA,Russian Literature,Hybrid,USD,1100,Freedom Collection
North-Holland,05421,Social Networks,0378-8733,NA,Social Networks,Hybrid,USD,1800,Freedom Collection
North-Holland,05315,Solar Energy Materials and Solar Cells,0927-0248,Incorporating Solar Cells and Solar Energy Materials,Solar Energy Materials and Solar Cells,Hybrid,USD,3300,Freedom Collection
North-Holland,05316,Speech Communication,0167-6393,NA,Speech Communication,Hybrid,USD,2400,Freedom Collection
North-Holland,05422,Statistics & Probability Letters,0167-7152,NA,Statistics and Probability Letters,Hybrid,USD,2000,Freedom Collection
North-Holland,05423,Stochastic Processes and their Applications,0304-4149,NA,Stochastic Processes and their Applications,Hybrid,USD,750,Freedom Collection
North-Holland,05424,Structural Change and Economic Dynamics,0954-349X,NA,Structural Change and Economic Dynamics,Hybrid,USD,1100,Freedom Collection
North-Holland,05241,Surface Science,0039-6028,Incorporating Surface Science Letters,Surface Science,Hybrid,USD,2750,Freedom Collection
North-Holland,05243,Surface Science Reports,0167-5729,NA,Surface Science Reports,Hybrid,USD,2200,Freedom Collection
North-Holland,05427,Systems & Control Letters,0167-6911,NA,Systems & Control Letters,Hybrid,USD,2400,Freedom Collection
North-Holland,07771,Technological Forecasting and Social Change,0040-1625,Formerly known as Technological Forecasting,Technological Forecasting & Social Change,Hybrid,USD,1200,Freedom Collection
North-Holland,05319,Topology and its Applications,0166-8641,Formerly known as General Topology and its Applications,Topology and its Applications,Hybrid,USD,1500,Freedom Collection
North-Holland,05246,Ultramicroscopy,0304-3991,NA,Ultramicroscopy,Hybrid,USD,3000,Freedom Collection
Pergamon,00336,Accident Analysis & Prevention,0001-4575,NA,Accident Analysis and Prevention,Hybrid,USD,3550,Freedom Collection
Pergamon,00486,"Accounting, Organizations and Society",0361-3682,NA,"Accounting, Organizations and Society",Hybrid,USD,1800,Freedom Collection
Pergamon,00310,Acta Astronautica,0094-5765,NA,Acta Astronautica,Hybrid,USD,2950,Freedom Collection
Pergamon,00221,Acta Materialia,1359-6454,Formerly part of Acta Metallurgica et Materialia; Incorporating Nanostructured Materials,Acta Materialia,Hybrid,USD,3000,Freedom Collection
Pergamon,00471,Addictive Behaviors,0306-4603,NA,Addictive Behaviors,Hybrid,USD,2400,Freedom Collection
Pergamon,00427,Advances in Biological Regulation,2212-4926,Formerly known as Advances in Enzyme Regulation,Advances in Biological Regulation,Hybrid,USD,2200,Freedom Collection
Pergamon,00644,Advances in Space Research,0273-1177,NA,Advances in Space Research,Hybrid,USD,2600,Freedom Collection
Pergamon,01001,Aggression and Violent Behavior,1359-1789,NA,Aggression and Violent Behavior,Hybrid,USD,1800,Freedom Collection
Pergamon,00217,Annals of Nuclear Energy,0306-4549,Formerly known as Annals of Nuclear Science and Engineering,Annals of Nuclear Energy,Hybrid,USD,2000,Freedom Collection
Pergamon,00689,Annals of Tourism Research,0160-7383,NA,Annals of Tourism Research,Hybrid,USD,1800,Freedom Collection
Pergamon,00429,Annual Reviews in Control,1367-5788,Formerly known as Annual Review in Automatic Programming,Annual Reviews in Control,Hybrid,USD,3100,Freedom Collection
Pergamon,00768,Applied Geochemistry,0883-2927,NA,Applied Geochemistry,Hybrid,USD,2600,Freedom Collection
Pergamon,03002,Applied Geography,0143-6228,NA,NA,NA,NA,NA,Freedom Collection
Pergamon,00843,Applied Mathematics Letters,0893-9659,NA,Applied Mathematics Letters,Hybrid,USD,1500,Freedom Collection
Pergamon,00228,Applied Radiation and Isotopes,0969-8043,Formerly known as International Journal of Radiation Applications and Instrumentation. Part A. Applied Radiation and Isotopes,Applied Radiation and Isotopes,Hybrid,USD,2350,Freedom Collection
Pergamon,00630,Applied Thermal Engineering,1359-4311,Formerly known as Heat Recovery Systems and CHP,Applied Thermal Engineering,Hybrid,USD,3000,Freedom Collection
Pergamon,00203,Archives of Oral Biology,0003-9969,NA,Archives of Oral Biology,Hybrid,USD,2500,Freedom Collection
Pergamon,00833,The Arts in Psychotherapy,0197-4556,Formerly known as Art Psychotherapy,The Arts in Psychotherapy,Hybrid,USD,1800,Freedom Collection
Pergamon,00246,Atmospheric Environment,1352-2310,Incorporating Atmospheric Environment. Part A. General Topics and Atmospheric Environment. Part B. Urban Atmosphere,Atmospheric Environment,Hybrid,USD,1300,Freedom Collection
Pergamon,00270,Automatica,0005-1098,NA,Automatica,Hybrid,USD,3300,Freedom Collection
Pergamon,00265,Behaviour Research and Therapy,0005-7967,NA,Behaviour Research and Therapy,Hybrid,USD,3400,Freedom Collection
Pergamon,00364,Biochemical Systematics and Ecology,0305-1978,NA,Biochemical Systematics and Ecology,Hybrid,USD,2600,Freedom Collection
Pergamon,00986,Biomass and Bioenergy,0961-9534,NA,Biomass and Bioenergy,Hybrid,USD,3500,Freedom Collection
Pergamon,00129,Bioorganic & Medicinal Chemistry,0968-0896,NA,Bioorganic & Medicinal Chemistry,Hybrid,USD,2350,Freedom Collection
Pergamon,00972,Bioorganic & Medicinal Chemistry Letters,0960-894X,NA,Bioorganic & Medicinal Chemistry Letters,Hybrid,USD,2350,Freedom Collection
Pergamon,00296,Building and Environment,0360-1323,Formerly known as Building Science,Building and Environment,Hybrid,USD,2700,Freedom Collection
Pergamon,00254,Calphad,0364-5916,NA,Calphad,Hybrid,USD,2500,Freedom Collection
Pergamon,00258,Carbon,0008-6223,NA,Carbon,Hybrid,USD,3700,Freedom Collection
Pergamon,07520,Cellular Signalling,0898-6568,NA,Cellular Signalling,Hybrid,USD,2900,Freedom Collection
Pergamon,00352,Cement and Concrete Research,0008-8846,Incorporating Advanced Cement Based Materials,Cement and Concrete Research,Hybrid,USD,3300,Freedom Collection
Pergamon,00967,"Chaos, Solitons & Fractals",0960-0779,NA,"Chaos, Solitons and Fractals: the interdisciplinary journal of Nonlinear Science, and Nonequilibrium and Complex Phenomena",Hybrid,USD,2200,Freedom Collection
Pergamon,00215,Chemical Engineering Science,0009-2509,NA,Chemical Engineering Science,Hybrid,USD,3500,Freedom Collection
Pergamon,00362,Chemosphere,0045-6535,Incorporating Chemosphere - Global Change Science,Chemosphere,Hybrid,USD,3400,Freedom Collection
Pergamon,00586,Child Abuse & Neglect,0145-2134,NA,Child Abuse & Neglect,Hybrid,USD,1950,Freedom Collection
Pergamon,00556,Children and Youth Services Review,0190-7409,NA,Children and Youth Services Review,Hybrid,USD,1400,Freedom Collection
Pergamon,00585,Chinese Astronomy and Astrophysics,0275-1062,Formerly known as Chinese Astronomy,Chinese Astronomy and Astrophysics,Hybrid,USD,2200,not included
Pergamon,03008,Cities,0264-2751,NA,Cities,Hybrid,USD,1200,Freedom Collection
Pergamon,00652,Clinical Psychology Review,0272-7358,NA,Clinical Psychology Review,Hybrid,USD,1950,Freedom Collection
Pergamon,03010,Communist and Post-Communist Studies,0967-067X,Formerly known as Studies in Comparative Communism,Communist and Post-Communist Studies,Hybrid,USD,1800,not included
Pergamon,07515,Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology,1095-6433,Formerly known as Comparative Biochemistry and Physiology Part A: Physiology,"Comparative Biochemistry and Physiology, Part A",Hybrid,USD,3000,Freedom Collection
Pergamon,07516,Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology,1096-4959,Formerly known as Comparative Biochemistry and Physiology Part B: Comparative Biochemistry,"Comparative Biochemistry and Physiology, Part B",Hybrid,USD,3000,Freedom Collection
Pergamon,07517,Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology,1532-0456,"Formerly known as Comparative Biochemistry and Physiology Part C: Pharmacology, Toxicology and Endocrinology","Comparative Biochemistry and Physiology, Part C",Hybrid,USD,3000,Freedom Collection
Pergamon,00496,"Comparative Immunology, Microbiology and Infectious Diseases",0147-9571,NA,"Comparative Immunology, Microbiology and Infectious Diseases",Hybrid,USD,3300,Freedom Collection
Pergamon,00350,"Computer Languages, Systems & Structures",1477-8424,Formerly known as Computer Languages,"Computer Languages, Systems & Structures",Hybrid,USD,1500,Freedom Collection
Pergamon,00351,Computers in Biology and Medicine,0010-4825,NA,Computers in Biology and Medicine,Hybrid,USD,2500,Freedom Collection
Pergamon,00349,Computers & Chemical Engineering,0098-1354,NA,Computers and Chemical Engineering,Hybrid,USD,3200,Freedom Collection
Pergamon,00347,Computers & Education,0360-1315,NA,Computers & Education,Hybrid,USD,1950,Freedom Collection
Pergamon,00367,Computers & Electrical Engineering,0045-7906,NA,Computers and Electrical Engineering,Hybrid,USD,2400,Freedom Collection
Pergamon,00304,"Computers, Environment and Urban Systems",0198-9715,Formerly known as Urban Systems,"Computers, Environment and Urban Systems",Hybrid,USD,1950,Freedom Collection
Pergamon,00365,Computers & Fluids,0045-7930,NA,Computers and Fluids,Hybrid,USD,2600,Freedom Collection
Pergamon,00398,Computers & Geosciences,0098-3004,NA,Computers and Geosciences,Hybrid,USD,3200,Freedom Collection
Pergamon,00371,Computers & Graphics,0097-8493,NA,Computers & Graphics,Hybrid,USD,2400,Freedom Collection
Pergamon,00759,Computers in Human Behavior,0747-5632,NA,Computers in Human Behavior,Hybrid,USD,1950,Freedom Collection
Pergamon,00399,Computers & Industrial Engineering,0360-8352,NA,Computers & Industrial Engineering,Hybrid,USD,1800,Freedom Collection
Pergamon,00301,Computers & Mathematics with Applications,0898-1221,NA,Computers and Mathematics with Applications,Hybrid,USD,1500,Freedom Collection
Pergamon,00300,Computers & Operations Research,0305-0548,Incorporating Location Science and Surveys in Operations Research and Management Science,Computers and Operations Research,Hybrid,USD,1100,Freedom Collection
Pergamon,00359,Computers & Structures,0045-7949,NA,Computers and Structures,Hybrid,USD,3300,Freedom Collection
Pergamon,00662,Continental Shelf Research,0278-4343,NA,Continental Shelf Research,Hybrid,USD,3100,Freedom Collection
Pergamon,00123,Control Engineering Practice,0967-0661,NA,Control Engineering Practice,Hybrid,USD,3100,Freedom Collection
Pergamon,00260,Corrosion Science,0010-938X,NA,Corrosion Science,Hybrid,USD,3300,Freedom Collection
Pergamon,00868,Cytokine & Growth Factor Reviews,1359-6101,Formerly known as Progress in Growth Factor Research,Cytokine and Growth Factor Reviews,Hybrid,USD,3000,Freedom Collection
Pergamon,00489,Deep Sea Research Part I: Oceanographic Research Papers,0967-0637,Formerly part of Deep Sea Research Part A. Oceanographic Research Papers,Deep-Sea Research Part I,Hybrid,USD,3300,Freedom Collection
Pergamon,00116,Deep Sea Research Part II: Topical Studies in Oceanography,0967-0645,Formerly part of Deep Sea Research Part A. Oceanographic Research Papers,Deep-Sea Research Part II,Hybrid,USD,3200,Freedom Collection
Pergamon,00275,Developmental & Comparative Immunology,0145-305X,NA,Developmental and Comparative Immunology,Hybrid,USD,3400,Freedom Collection
Pergamon,02270,Eating Behaviors,1471-0153,NA,Eating Behaviors,Hybrid,USD,1800,Freedom Collection
Pergamon,00743,Economics of Education Review,0272-7757,NA,Economics of Education Review,Hybrid,USD,1800,Freedom Collection
Pergamon,03024,Electoral Studies,0261-3794,NA,Electoral Studies,Hybrid,USD,1800,Freedom Collection
Pergamon,00205,Electrochimica Acta,0013-4686,NA,Electrochimica Acta,Hybrid,USD,3400,Freedom Collection
Pergamon,00483,Energy,0360-5442,"Incorporating Exergy, An International Journal",Energy,Hybrid,USD,3150,Freedom Collection
Pergamon,00269,Energy Conversion and Management,0196-8904,Formerly known as Energy Conversion,Energy Conversion and Management,Hybrid,USD,3100,Freedom Collection
Pergamon,00975,Engineering Applications of Artificial Intelligence,0952-1976,NA,Engineering Applications of Artificial Intelligence,Hybrid,USD,2400,Freedom Collection
Pergamon,00139,Engineering Failure Analysis,1350-6307,NA,Engineering Failure Analysis,Hybrid,USD,2500,Freedom Collection
Pergamon,00322,Engineering Fracture Mechanics,0013-7944,NA,NA,NA,NA,NA,Freedom Collection
Pergamon,00682,English for Specific Purposes,0889-4906,Formerly known as The ESP Journal,English for Specific Purposes,Hybrid,USD,1800,Freedom Collection
Pergamon,00326,Environment International,0160-4120,NA,Environment International,Hybrid,USD,3750,Freedom Collection
Pergamon,00104,European Journal of Cancer,0959-8049,Formerly known as European Journal of Cancer and Clinical Oncology,European Journal of Cancer,Hybrid,USD,3750,Freedom Collection
Pergamon,00115,European Management Journal,0263-2373,NA,European Management Journal,Hybrid,USD,1100,Freedom Collection
Pergamon,00294,European Polymer Journal,0014-3057,NA,European Polymer Journal,Hybrid,USD,3400,Freedom Collection
Pergamon,00593,Evaluation and Program Planning,0149-7189,NA,Evaluation and Program Planning,Hybrid,USD,1800,Freedom Collection
Pergamon,07530,Experimental Gerontology,0531-5565,NA,Experimental Gerontology,Hybrid,USD,2750,Freedom Collection
Pergamon,00939,Expert Systems with Applications,0957-4174,NA,Expert Systems With Applications,Hybrid,USD,2600,Freedom Collection
Pergamon,00237,Food and Chemical Toxicology,0278-6915,Formerly known as Food and Cosmetics Toxicology,Food and Chemical Toxicology,Hybrid,USD,2800,Freedom Collection
Pergamon,03031,Food Policy,0306-9192,NA,Food Policy,Hybrid,USD,1500,Freedom Collection
Pergamon,07531,Free Radical Biology and Medicine,0891-5849,Incorporating Advances in Free Radical Biology & Medicine and Journal of Free Radicals in Biology & Medicine,Free Radical Biology and Medicine,Hybrid,USD,2800,Freedom Collection
Pergamon,03034,Futures,0016-3287,NA,Futures,Hybrid,USD,1200,Freedom Collection
Pergamon,00212,Geochimica et Cosmochimica Acta,0016-7037,NA,Geochimica et Cosmochimica Acta,Hybrid,USD,3000,Freedom Collection
Pergamon,00344,Geoforum,0016-7185,NA,Geoforum,Hybrid,USD,1950,Freedom Collection
Pergamon,00389,Geothermics,0375-6505,NA,Geothermics,Hybrid,USD,2650,Freedom Collection
Pergamon,01043,Global Environmental Change,0959-3780,NA,Global Environmental Change,Hybrid,USD,3750,Freedom Collection
Pergamon,00479,Habitat International,0197-3975,NA,Habitat International,Hybrid,USD,1100,Freedom Collection
Pergamon,03092,Health & Place,1353-8292,NA,Health and Place,Hybrid,USD,2400,Freedom Collection
Pergamon,00964,Information and Organization,1471-7727,"Formerly known as Accounting, Management and Information Technologies",Information and Organization,Hybrid,USD,1800,Freedom Collection
Pergamon,00244,Information Processing & Management,0306-4573,Formerly known as Information Storage and Retrieval,Information Processing and Management,Hybrid,USD,1800,Freedom Collection
Pergamon,00236,Information Systems,0306-4379,NA,Information Systems,Hybrid,USD,3100,Freedom Collection
Pergamon,05198,Infrared Physics & Technology,1350-4495,Formerly known as Infrared Physics,Infrared Physics and Technology,Hybrid,USD,2200,Freedom Collection
Pergamon,00390,Insect Biochemistry and Molecular Biology,0965-1748,Formerly known as Insect Biochemistry,NA,NA,NA,NA,Freedom Collection
Pergamon,00133,International Business Review,0969-5931,Formerly known as Scandinavian International Business Review,International Business Review,Hybrid,USD,1800,Freedom Collection
Pergamon,00208,International Communications in Heat and Mass Transfer,0735-1933,Formerly known as Letters in Heat and Mass Transfer,International Communications in Heat and Mass Transfer,Hybrid,USD,2000,Freedom Collection
Pergamon,07464,International Journal of Accounting Information Systems,1467-0895,NA,International Journal of Accounting Information Systems,Hybrid,USD,1100,Freedom Collection
Pergamon,00395,The International Journal of Biochemistry & Cell Biology,1357-2725,Formerly known as International Journal of Biochemistry,International Journal of Biochemistry and Cell Biology,Hybrid,USD,3900,Freedom Collection
Pergamon,00712,International Journal of Developmental Neuroscience,0736-5748,NA,International Journal of Developmental Neuroscience,Hybrid,USD,2400,Freedom Collection
Pergamon,00719,International Journal of Educational Development,0738-0593,NA,International Journal of Educational Development,Hybrid,USD,1200,Freedom Collection
Pergamon,00968,International Journal of Educational Research,0883-0355,Formerly known as Evaluation in Education,International Journal of Educational Research,Hybrid,USD,1100,Freedom Collection
Pergamon,00278,International Journal of Engineering Science,0020-7225,NA,International Journal of Engineering Science,Hybrid,USD,2500,Freedom Collection
Pergamon,00210,International Journal of Heat and Mass Transfer,0017-9310,NA,International Journal of Heat and Mass Transfer,Hybrid,USD,3550,Freedom Collection
Pergamon,00659,International Journal of Hospitality Management,0278-4319,NA,International Journal of Hospitality Management,Hybrid,USD,1100,Freedom Collection
Pergamon,00485,International Journal of Hydrogen Energy,0360-3199,NA,International Journal of Hydrogen Energy,Hybrid,USD,2750,Freedom Collection
Pergamon,00700,International Journal of Impact Engineering,0734-743X,NA,International Journal of Impact Engineering,Hybrid,USD,3300,Freedom Collection
Pergamon,03046,International Journal of Information Management,0268-4012,Formerly known as Social Science Information Studies,International Journal of Information Management,Hybrid,USD,1100,Freedom Collection
Pergamon,00535,International Journal of Intercultural Relations,0147-1767,NA,International Journal of Intercultural Relations,Hybrid,USD,1800,Freedom Collection
Pergamon,00295,International Journal of Law and Psychiatry,0160-2527,NA,International Journal of Law and Psychiatry,Hybrid,USD,1800,Freedom Collection
Pergamon,00264,International Journal of Machine Tools and Manufacture,0890-6955,Formerly known as International Journal of Machine Tool Design and Research,International Journal of Machine Tools and Manufacture,Hybrid,USD,3300,Freedom Collection
Pergamon,00206,International Journal of Mechanical Sciences,0020-7403,NA,International Journal of Mechanical Sciences,Hybrid,USD,3300,Freedom Collection
Pergamon,00234,International Journal of Multiphase Flow,0301-9322,NA,International Journal of Multiphase Flow,Hybrid,USD,2500,Freedom Collection
Pergamon,00299,International Journal of Non-Linear Mechanics,0020-7462,NA,International Journal of Non-Linear Mechanics,Hybrid,USD,2200,Freedom Collection
Pergamon,00266,International Journal of Nursing Studies,0020-7489,NA,International Journal of Nursing Studies,Hybrid,USD,2950,Freedom Collection
Pergamon,00353,International Journal for Parasitology,0020-7519,NA,International Journal for Parasitology,Hybrid,USD,2200,Freedom Collection
Pergamon,00762,International Journal of Plasticity,0749-6419,NA,International Journal of Plasticity,Hybrid,USD,3300,Freedom Collection
Pergamon,03047,International Journal of Project Management,0263-7863,NA,International Journal of Project Management,Hybrid,USD,2000,Freedom Collection
Pergamon,00256,International Journal of Rock Mechanics and Mining Sciences,1365-1609,Formerly known as International Journal of Rock Mechanics and Mining Sciences & Geomechanics Abstracts,International Journal of Rock Mechanics and Mining Sciences,Hybrid,USD,2500,Freedom Collection
Pergamon,00297,International Journal of Solids and Structures,0020-7683,NA,NA,NA,NA,NA,Freedom Collection
Pergamon,00840,Journal of Accounting Education,0748-5751,NA,Journal of Accounting Education,Hybrid,USD,1800,Freedom Collection
Pergamon,00337,Journal of Aerosol Science,0021-8502,NA,Journal of Aerosol Science,Hybrid,USD,3400,Freedom Collection
Pergamon,00691,Journal of African Earth Sciences,1464-343X,NA,Journal of African Earth Sciences,Hybrid,USD,2500,Freedom Collection
Pergamon,03050,Journal of Air Transport Management,0969-6997,NA,Journal of Air Transport Management,Hybrid,USD,1100,Freedom Collection
Pergamon,00801,Journal of Anxiety Disorders,0887-6185,NA,Journal of Anxiety Disorders,Hybrid,USD,1800,Freedom Collection
Pergamon,00235,Journal of Asian Earth Sciences,1367-9120,Formerly known as Journal of Southeast Asian Earth Sciences,Journal of Asian Earth Sciences,Hybrid,USD,2600,Freedom Collection
Pergamon,00211,Journal of Atmospheric and Solar-Terrestrial Physics,1364-6826,Formerly known as Journal of Atmospheric and Terrestrial Physics,Journal of Atmospheric and Solar-Terrestrial Physics,Hybrid,USD,2500,Freedom Collection
Pergamon,00339,Journal of Behavior Therapy and Experimental Psychiatry,0005-7916,NA,Journal of Behavior Therapy and Experimental Psychiatry,Hybrid,USD,1800,Freedom Collection
Pergamon,07518,Journal of Clinical Epidemiology,0895-4356,Formerly known as Journal of Chronic Diseases,Journal of Clinical Epidemiology,Hybrid,USD,3100,Freedom Collection
Pergamon,00366,Journal of Criminal Justice,0047-2352,NA,Journal of Criminal Justice,Hybrid,USD,1800,Freedom Collection
Pergamon,03015,Journal of English for Academic Purposes,1475-1585,NA,Journal of English for Academic Purposes,Hybrid,USD,1100,Freedom Collection
Pergamon,00334,Journal of the Franklin Institute,0016-0032,NA,Journal of the Franklin Institute,Hybrid,USD,2000,Freedom Collection
Pergamon,00874,Journal of Geodynamics,0264-3707,NA,Journal of Geodynamics,Hybrid,USD,2500,Freedom Collection
Pergamon,00231,Journal of Insect Physiology,0022-1910,NA,Journal of Insect Physiology,Hybrid,USD,2600,Freedom Collection
Pergamon,03055,Journal of International Money and Finance,0261-5606,NA,Journal of International Money and Finance,Hybrid,USD,1800,Freedom Collection
Pergamon,00220,Journal of the Mechanics and Physics of Solids,0022-5096,NA,Journal of the Mechanics and Physics of Solids,Hybrid,USD,3550,Freedom Collection
Pergamon,00866,Journal of Neurolinguistics,0911-6044,NA,Journal of Neurolinguistics,Hybrid,USD,2200,Freedom Collection
Pergamon,00229,Journal of Physics and Chemistry of Solids,0022-3697,NA,Journal of Physics and Chemistry of Solids,Hybrid,USD,2200,Freedom Collection
Pergamon,00241,Journal of Psychiatric Research,0022-3956,NA,Journal of Psychiatric Research,Hybrid,USD,3200,Freedom Collection
Pergamon,03028,Journal of Purchasing and Supply Management,1478-4092,Formerly known as European Journal of Purchasing & Supply Management,Journal of Purchasing and Supply Management,Hybrid,USD,1100,Freedom Collection
Pergamon,00272,Journal of Quantitative Spectroscopy and Radiative Transfer,0022-4073,NA,Journal of Quantitative Spectroscopy and Radiative Transfer,Hybrid,USD,2800,Freedom Collection
Pergamon,03058,Journal of Retailing and Consumer Services,0969-6989,NA,Journal of Retailing and Consumer Services,Hybrid,USD,1100,Freedom Collection
Pergamon,00348,Journal of Rural Studies,0743-0167,NA,Journal of Rural Studies,Hybrid,USD,1950,Freedom Collection
Pergamon,00679,Journal of Safety Research,0022-4375,NA,Journal of Safety Research,Hybrid,USD,2000,Freedom Collection
Pergamon,00699,Journal of School Psychology,0022-4405,NA,Journal of School Psychology,Hybrid,USD,1800,Freedom Collection
Pergamon,00839,Journal of South American Earth Sciences,0895-9811,NA,Journal of South American Earth Sciences,Hybrid,USD,2500,Freedom Collection
Pergamon,00333,The Journal of Steroid Biochemistry and Molecular Biology,0960-0760,Formerly known as Journal of Steroid Biochemistry,Journal of Steroid Biochemistry and Molecular Biology,Hybrid,USD,4050,Freedom Collection
Pergamon,00306,Journal of Stored Products Research,0022-474X,NA,NA,NA,NA,NA,Freedom Collection
Pergamon,00539,Journal of Structural Geology,0191-8141,NA,Journal of Structural Geology,Hybrid,USD,3400,Freedom Collection
Pergamon,07553,Journal of Substance Abuse Treatment,0740-5472,NA,Journal of Substance Abuse Treatment,Hybrid,USD,3000,Freedom Collection
Pergamon,00302,Journal of Terramechanics,0022-4898,NA,Journal of Terramechanics,Hybrid,USD,2500,Freedom Collection
Pergamon,00383,Journal of Thermal Biology,0306-4565,NA,Journal of Thermal Biology,Hybrid,USD,3000,Freedom Collection
Pergamon,03060,Journal of Transport Geography,0966-6923,NA,Journal of Transport Geography,Hybrid,USD,1200,Freedom Collection
Pergamon,03063,Land Use Policy,0264-8377,NA,Land Use Policy,Hybrid,USD,1950,Freedom Collection
Pergamon,00616,Language & Communication,0271-5309,NA,Language and Communication,Hybrid,USD,1800,Freedom Collection
Pergamon,00867,Language Sciences,0388-0001,NA,Language Sciences,Hybrid,USD,1100,Freedom Collection
Pergamon,00956,Learning and Instruction,0959-4752,NA,Learning and Instruction,Hybrid,USD,1800,Freedom Collection
Pergamon,00583,Leukemia Research,0145-2126,NA,Leukemia Research,Hybrid,USD,3100,Freedom Collection
Pergamon,07538,Life Sciences,0024-3205,NA,Life Sciences,Hybrid,USD,3300,Freedom Collection
Pergamon,00358,Long Range Planning,0024-6301,NA,Long Range Planning,Hybrid,USD,1800,Freedom Collection
Pergamon,03065,Marine Policy,0308-597X,NA,Marine Policy,Hybrid,USD,2450,Freedom Collection
Pergamon,00400,Marine Pollution Bulletin,0025-326X,NA,Marine Pollution Bulletin,Hybrid,USD,3400,Freedom Collection
Pergamon,00313,Materials Research Bulletin,0025-5408,NA,Materials Research Bulletin,Hybrid,USD,2500,Freedom Collection
Pergamon,01030,Materials Science in Semiconductor Processing,1369-8001,NA,Materials Science in Semiconductor Processing,Hybrid,USD,2500,Freedom Collection
Pergamon,00374,Mechanics Research Communications,0093-6413,NA,Mechanics Research Communications,Hybrid,USD,2500,Freedom Collection
Pergamon,00303,Mechanism and Machine Theory,0094-114X,Formerly known as Journal of Mechanisms,Mechanism and Machine Theory,Hybrid,USD,2500,Freedom Collection
Pergamon,00933,Mechatronics,0957-4158,NA,Mechatronics,Hybrid,USD,2400,Freedom Collection
Pergamon,00274,Microelectronics Reliability,0026-2714,NA,Microelectronics Reliability,Hybrid,USD,2400,Freedom Collection
Pergamon,00475,Micron,0968-4328,Incorporating Electron Microscopy Reviews and Micron and Microscopica Acta,Micron,Hybrid,USD,2200,Freedom Collection
Pergamon,00837,Minerals Engineering,0892-6875,NA,Minerals Engineering,Hybrid,USD,3000,Freedom Collection
Pergamon,00457,Molecular Aspects of Medicine,0098-2997,NA,Molecular Aspects of Medicine,Hybrid,USD,3000,Freedom Collection
Pergamon,00253,Molecular Immunology,0161-5890,Formerly known as Immunochemistry,Molecular Immunology,Hybrid,USD,2750,Freedom Collection
Pergamon,00841,Neural Networks,0893-6080,NA,Neural Networks,Hybrid,USD,3100,Freedom Collection
Pergamon,00643,Neurochemistry International,0197-0186,NA,Neurochemistry International,Hybrid,USD,1800,Freedom Collection
Pergamon,00279,Neuropharmacology,0028-3908,Formerly known as International Journal of Neuropharmacology,Neuropharmacology,Hybrid,USD,3000,Freedom Collection
Pergamon,00247,Neuropsychologia,0028-3932,NA,Neuropsychologia,Hybrid,USD,2450,Freedom Collection
Pergamon,00468,Neuroscience,0306-4522,NA,Neuroscience,Hybrid,USD,2400,Freedom Collection
Pergamon,00831,Neuroscience & Biobehavioral Reviews,0149-7634,Formerly known as Biobehavioral Reviews,Neuroscience and Biobehavioral Reviews,Hybrid,USD,3700,Freedom Collection
Pergamon,07544,Neurotoxicology and Teratology,0892-0362,NA,Neurotoxicology and Teratology,Hybrid,USD,3000,Freedom Collection
Pergamon,00678,New Ideas in Psychology,0732-118X,NA,New Ideas in Psychology,Hybrid,USD,1800,Freedom Collection
Pergamon,02279,Nonlinear Analysis,0362-546X,NA,NA,NA,NA,NA,Freedom Collection
Pergamon,01060,Nonlinear Analysis: Real World Applications,1468-1218,NA,Nonlinear Analysis: Real World Applications,Hybrid,USD,1500,Freedom Collection
Pergamon,00320,Ocean Engineering,0029-8018,NA,Ocean Engineering,Hybrid,USD,2700,Freedom Collection
Pergamon,00375,Omega,0305-0483,NA,Omega,Hybrid,USD,1800,Freedom Collection
